step,GoofSpiel3/conv,GoofSpiel3/iters,GoofSpiel3/nodes_touched,GoofSpiel3/tau,GoofSpiel3/alpha,GoofSpiel3/beta,GoofSpiel3/gamma
315,1e-12,315,42210,1,0.98865262295736,-2.8274699824603227,4.976807902625467
316,1e-12,316,42344,1,0.9916556239301428,-2.830064005321155,4.976467069088203
317,1e-12,317,42478,1,0.9946651420501271,-2.83265357813659,4.976121097386301
318,1e-12,318,42612,1,0.9976811777601868,-2.8352386842511925,4.9757699081188775
319,1e-12,319,42746,1,1.0007037314149305,-2.837819307034488,4.975413420633929
320,1e-12,320,42880,1,1.0037328032802955,-2.8403954298809264,4.975051553008487
321,1e-12,321,43014,1,1.0067683935331315,-2.842967036209854,4.9746842220284755
322,1e-12,322,43148,1,1.0098105022607968,-2.8455341094654907,4.97431134316825
323,1e-12,323,43282,1,1.0128591294607425,-2.848096633116883,4.9739328305698205
324,1e-12,324,43416,1,1.015914275040116,-2.850654590657883,4.973548597021756
325,1e-12,325,43550,1,1.018975908823557,-2.853207963407112,4.973158554629926
326,1e-12,326,43684,1,1.022043645271494,-2.8557567067357565,4.972762622438777
327,1e-12,327,43818,1,1.025117363202312,-2.858300795624346,4.972360712266228
328,1e-12,328,43952,1,1.028197058098791,-2.8608402136648587,4.971952731844453
329,1e-12,329,44086,1,1.0312827253460108,-2.863374944474118,4.971538587459246
330,1e-12,330,44220,1,1.0343743602311004,-2.8659049716937592,4.9711181839273495
331,1e-12,331,44354,1,1.0374719579429725,-2.86843027899015,4.970691424573456
332,1e-12,332,44488,1,1.0405755135720807,-2.8709508500543177,4.970258211206845
333,1e-12,333,44622,1,1.0436850221101588,-2.8734666686019037,4.9698184440976885
334,1e-12,334,44756,1,1.0468004784499827,-2.8759777183730755,4.969372021952981
335,1e-12,335,44890,1,1.049921877385115,-2.878483983132456,4.968918841892122
336,1e-12,336,45024,1,1.0530492136096712,-2.880985446669046,4.968458799422131
337,1e-12,337,45158,1,1.0561824817180678,-2.883482092796148,4.967991788412489
338,1e-12,338,45292,1,1.0593216762047974,-2.8859739053512743,4.9675177010696085
339,1e-12,339,45426,1,1.0624667914641797,-2.8884608681960726,4.967036427910921
340,1e-12,340,45560,1,1.0656178217901369,-2.8909429652162166,4.966547857738584
341,1e-12,341,45694,1,1.0687747613759624,-2.893420180321342,4.966051877612803
342,1e-12,342,45828,1,1.0719376043140907,-2.895892497444923,4.9655483728247445
343,1e-12,343,45962,1,1.075106344595875,-2.898359900544193,4.965037226869068
344,1e-12,344,46096,1,1.078281284084706,-2.900820936745612,4.964518339339657
345,1e-12,345,46230,1,1.0814628224032967,-2.9032737118619463,4.963991614646233
346,1e-12,346,46364,1,1.0846509601104914,-2.9057182024067743,4.963456932731907
347,1e-12,347,46498,1,1.0878456959174934,-2.908154393115646,4.962914171586629
348,1e-12,348,46632,1,1.0910470284357863,-2.9105822687683087,4.96236320731961
349,1e-12,349,46766,1,1.0942549561767065,-2.913001814188029,4.961803914130851
350,1e-12,350,46900,1,1.097469477551024,-2.915413014240897,4.961236164282277
351,1e-12,351,47034,1,1.1006906124336715,-2.91781587203357,4.960659826403816
352,1e-12,352,47168,1,1.1039184056464213,-2.920210411749002,4.960074765090248
353,1e-12,353,47302,1,1.1071528572748657,-2.9225966198561024,4.95948084626012
354,1e-12,354,47436,1,1.1103939657377235,-2.924974481542296,4.958877933887097
355,1e-12,355,47570,1,1.1136417293512666,-2.9273439820348144,4.958265889849542
356,1e-12,356,47704,1,1.116896146328895,-2.9297051066000033,4.957644573899003
357,1e-12,357,47838,1,1.120156766240732,-2.932057985080829,4.957013871000153
358,1e-12,358,47972,1,1.1234229962890172,-2.9344027927884313,4.956373674189168
359,1e-12,359,48106,1,1.1266948269847261,-2.9367395168315187,4.95572383970383
360,1e-12,360,48240,1,1.129972251354737,-2.939068143527914,4.955064221455762
361,1e-12,361,48374,1,1.133255262342713,-2.9413886592419987,4.954394671155423
362,1e-12,362,48508,1,1.136543852809008,-2.9437010503840866,4.9537150382801975
363,1e-12,363,48642,1,1.1398380154191008,-2.946005260938383,4.953025170195503
364,1e-12,364,48776,1,1.143137732851898,-2.9482974711857306,4.952324925779781
365,1e-12,365,48910,1,1.146442991174172,-2.95057521384631,4.951614157389651
366,1e-12,366,49044,1,1.1497537828492899,-2.9528384963629883,4.950892706237161
367,1e-12,367,49178,1,1.1530701002572397,-2.955087326159807,4.9501604111633295
368,1e-12,368,49312,1,1.156391935694554,-2.957321710639896,4.94941710860439
369,1e-12,369,49446,1,1.1597192813742363,-2.9595416571834168,4.948662632557603
370,1e-12,370,49580,1,1.1630521294256957,-2.961747173145519,4.9478968145466755
371,1e-12,371,49714,1,1.1663904718946738,-2.9639382658543116,4.94711948358675
372,1e-12,372,49848,1,1.1697343007431802,-2.9661149426088422,4.94633046614898
373,1e-12,373,49982,1,1.173083607849427,-2.968277210677106,4.945529586124682
374,1e-12,374,50116,1,1.1764383850077778,-2.970425077294054,4.944716664789068
375,1e-12,375,50250,1,1.1797986239286729,-2.9725585496596225,4.943891520764549
376,1e-12,376,50384,1,1.1831643162385865,-2.974677634936779,4.943053969983614
377,1e-12,377,50518,1,1.186535453479967,-2.976782340249579,4.9422038256512835
378,1e-12,378,50652,1,1.1899120271111896,-2.978872672681245,4.941340898207125
379,1e-12,379,50786,1,1.1932940285064992,-2.9809486392722424,4.940464995286848
380,1e-12,380,50920,1,1.1966814489559738,-2.983010247018389,4.93957592168346
381,1e-12,381,51054,5,1.200074279665476,-2.9850575028689708,4.938673479307994
382,1e-12,382,51188,,1.200074279665476,-2.9850575028689708,4.938673479307994
383,1e-12,383,51322,,1.200074279665476,-2.9850575028689708,4.938673479307994
384,1e-12,384,51456,,1.200074279665476,-2.9850575028689708,4.938673479307994
385,1e-12,385,51590,,1.200074279665476,-2.9850575028689708,4.938673479307994
386,1e-12,386,51724,5,1.2171192734184797,-2.9950787434213817,4.933953595957389
387,1e-12,387,51858,,1.2171192734184797,-2.9950787434213817,4.933953595957389
388,1e-12,388,51992,,1.2171192734184797,-2.9950787434213817,4.933953595957389
389,1e-12,389,52126,,1.2171192734184797,-2.9950787434213817,4.933953595957389
390,1e-12,390,52260,,1.2171192734184797,-2.9950787434213817,4.933953595957389
391,1e-12,391,52394,5,1.234298156062198,-3.0047421989857783,4.928868052099949
392,1e-12,392,52528,,1.234298156062198,-3.0047421989857783,4.928868052099949
393,1e-12,393,52662,,1.234298156062198,-3.0047421989857783,4.928868052099949
394,1e-12,394,52796,,1.234298156062198,-3.0047421989857783,4.928868052099949
395,1e-12,395,52930,,1.234298156062198,-3.0047421989857783,4.928868052099949
396,1e-12,396,53064,5,1.2516097333845217,-3.014048674901301,4.923388598150657
397,1e-12,397,53198,,1.2516097333845217,-3.014048674901301,4.923388598150657
398,1e-12,398,53332,,1.2516097333845217,-3.014048674901301,4.923388598150657
399,1e-12,399,53466,,1.2516097333845217,-3.014048674901301,4.923388598150657
400,1e-12,400,53600,,1.2516097333845217,-3.014048674901301,4.923388598150657
401,1e-12,401,53734,5,1.2690527583383535,-3.0229989339904906,4.91748486648944
402,1e-12,402,53868,,1.2690527583383535,-3.0229989339904906,4.91748486648944
403,1e-12,403,54002,,1.2690527583383535,-3.0229989339904906,4.91748486648944
404,1e-12,404,54136,,1.2690527583383535,-3.0229989339904906,4.91748486648944
405,1e-12,405,54270,,1.2690527583383535,-3.0229989339904906,4.91748486648944
406,1e-12,406,54404,5,1.2866259310240633,-3.031593691298444,4.911124228537192
407,1e-12,407,54538,,1.2866259310240633,-3.031593691298444,4.911124228537192
408,1e-12,408,54672,,1.2866259310240633,-3.031593691298444,4.911124228537192
409,1e-12,409,54806,,1.2866259310240633,-3.031593691298444,4.911124228537192
410,1e-12,410,54940,,1.2866259310240633,-3.031593691298444,4.911124228537192
411,1e-12,411,55074,5,1.3043278987134213,-3.039833609028334,4.904271645425035
412,1e-12,412,55208,,1.3043278987134213,-3.039833609028334,4.904271645425035
413,1e-12,413,55342,,1.3043278987134213,-3.039833609028334,4.904271645425035
414,1e-12,414,55476,,1.3043278987134213,-3.039833609028334,4.904271645425035
415,1e-12,415,55610,,1.3043278987134213,-3.039833609028334,4.904271645425035
416,1e-12,416,55744,5,1.3221572559157821,-3.0477192916666414,4.8968895126371015
417,1e-12,417,55878,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
418,1e-12,418,56012,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
419,1e-12,419,56146,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
420,1e-12,420,56280,,1.3221572559157821,-3.0477192916666414,4.8968895126371015
421,1e-12,421,56414,5,1.3401125444871596,-3.0552512812915835,4.8889374991820596
422,1e-12,422,56548,,1.3401125444871596,-3.0552512812915835,4.8889374991820596
423,1e-12,423,56682,,1.3401125444871596,-3.0552512812915835,4.8889374991820596
424,1e-12,424,56816,,1.3401125444871596,-3.0552512812915835,4.8889374991820596
425,1e-12,425,56950,,1.3401125444871596,-3.0552512812915835,4.8889374991820596
426,1e-12,426,57084,5,1.358192253782845,-3.06243005305837,4.8803723820575
427,1e-12,427,57218,,1.358192253782845,-3.06243005305837,4.8803723820575
428,1e-12,428,57352,,1.358192253782845,-3.06243005305837,4.8803723820575
429,1e-12,429,57486,,1.358192253782845,-3.06243005305837,4.8803723820575
430,1e-12,430,57620,,1.358192253782845,-3.06243005305837,4.8803723820575
431,1e-12,431,57754,5,1.37639518278606,-3.0692565633640054,4.871147867647814
432,1e-12,432,57888,,1.37639518278606,-3.0692565633640054,4.871147867647814
433,1e-12,433,58022,,1.37639518278606,-3.0692565633640054,4.871147867647814
434,1e-12,434,58156,,1.37639518278606,-3.0692565633640054,4.871147867647814
435,1e-12,435,58290,,1.37639518278606,-3.0692565633640054,4.871147867647814
436,1e-12,436,58424,5,1.3947206701400376,-3.075732564642034,4.861214411695784
437,1e-12,437,58558,,1.3947206701400376,-3.075732564642034,4.861214411695784
438,1e-12,438,58692,,1.3947206701400376,-3.075732564642034,4.861214411695784
439,1e-12,439,58826,,1.3947206701400376,-3.075732564642034,4.861214411695784
440,1e-12,440,58960,,1.3947206701400376,-3.075732564642034,4.861214411695784
441,1e-12,441,59094,5,1.413167143256451,-3.0818583874985785,4.85051908421557
442,1e-12,442,59228,,1.413167143256451,-3.0818583874985785,4.85051908421557
443,1e-12,443,59362,,1.413167143256451,-3.0818583874985785,4.85051908421557
444,1e-12,444,59496,,1.413167143256451,-3.0818583874985785,4.85051908421557
445,1e-12,445,59630,,1.413167143256451,-3.0818583874985785,4.85051908421557
446,1e-12,446,59764,5,1.4317329318586438,-3.0876342087156394,4.839005379450031
447,1e-12,447,59898,,1.4317329318586438,-3.0876342087156394,4.839005379450031
448,1e-12,448,60032,,1.4317329318586438,-3.0876342087156394,4.839005379450031
449,1e-12,449,60166,,1.4317329318586438,-3.0876342087156394,4.839005379450031
450,1e-12,450,60300,,1.4317329318586438,-3.0876342087156394,4.839005379450031
451,1e-12,451,60434,5,1.4504162809683816,-3.093060126950862,4.826613050161468
452,1e-12,452,60568,,1.4504162809683816,-3.093060126950862,4.826613050161468
453,1e-12,453,60702,,1.4504162809683816,-3.093060126950862,4.826613050161468
454,1e-12,454,60836,,1.4504162809683816,-3.093060126950862,4.826613050161468
455,1e-12,455,60970,,1.4504162809683816,-3.093060126950862,4.826613050161468
456,1e-12,456,61104,5,1.4692077788362194,-3.098137991069619,4.813278607716047
457,1e-12,457,61238,,1.4692077788362194,-3.098137991069619,4.813278607716047
458,1e-12,458,61372,,1.4692077788362194,-3.098137991069619,4.813278607716047
459,1e-12,459,61506,,1.4692077788362194,-3.098137991069619,4.813278607716047
460,1e-12,460,61640,,1.4692077788362194,-3.098137991069619,4.813278607716047
461,1e-12,461,61774,5,1.488098020748291,-3.10289277285833,4.798935268713183
462,1e-12,462,61908,,1.488098020748291,-3.10289277285833,4.798935268713183
463,1e-12,463,62042,,1.488098020748291,-3.10289277285833,4.798935268713183
464,1e-12,464,62176,,1.488098020748291,-3.10289277285833,4.798935268713183
465,1e-12,465,62310,,1.488098020748291,-3.10289277285833,4.798935268713183
466,1e-12,466,62444,5,1.5070853193389044,-3.1073440000152983,4.783513011301665
467,1e-12,467,62578,,1.5070853193389044,-3.1073440000152983,4.783513011301665
468,1e-12,468,62712,,1.5070853193389044,-3.1073440000152983,4.783513011301665
469,1e-12,469,62846,,1.5070853193389044,-3.1073440000152983,4.783513011301665
470,1e-12,470,62980,,1.5070853193389044,-3.1073440000152983,4.783513011301665
471,1e-12,471,63114,5,1.5261678184567926,-3.1114905644216964,4.766936376352438
472,1e-12,472,63248,,1.5261678184567926,-3.1114905644216964,4.766936376352438
473,1e-12,473,63382,,1.5261678184567926,-3.1114905644216964,4.766936376352438
474,1e-12,474,63516,,1.5261678184567926,-3.1114905644216964,4.766936376352438
475,1e-12,475,63650,,1.5261678184567926,-3.1114905644216964,4.766936376352438
476,1e-12,476,63784,5,1.5453431402839108,-3.115331727429063,4.749125384391255
477,1e-12,477,63918,,1.5453431402839108,-3.115331727429063,4.749125384391255
478,1e-12,478,64052,,1.5453431402839108,-3.115331727429063,4.749125384391255
479,1e-12,479,64186,,1.5453431402839108,-3.115331727429063,4.749125384391255
480,1e-12,480,64320,,1.5453431402839108,-3.115331727429063,4.749125384391255
481,1e-12,481,64454,5,1.564608863933249,-3.1188666642166387,4.72999574208608
482,1e-12,482,64588,,1.564608863933249,-3.1188666642166387,4.72999574208608
483,1e-12,483,64722,,1.564608863933249,-3.1188666642166387,4.72999574208608
484,1e-12,484,64856,,1.564608863933249,-3.1188666642166387,4.72999574208608
485,1e-12,485,64990,,1.564608863933249,-3.1188666642166387,4.72999574208608
486,1e-12,486,65124,5,1.5839625265706552,-3.1220944614361055,4.709458834132288
487,1e-12,487,65258,,1.5839625265706552,-3.1220944614361055,4.709458834132288
488,1e-12,488,65392,,1.5839625265706552,-3.1220944614361055,4.709458834132288
489,1e-12,489,65526,,1.5839625265706552,-3.1220944614361055,4.709458834132288
490,1e-12,490,65660,,1.5839625265706552,-3.1220944614361055,4.709458834132288
491,1e-12,491,65794,5,1.6034016245800966,-3.12501411491278,4.687421762946338
492,1e-12,492,65928,,1.6034016245800966,-3.12501411491278,4.687421762946338
493,1e-12,493,66062,,1.6034016245800966,-3.12501411491278,4.687421762946338
494,1e-12,494,66196,,1.6034016245800966,-3.12501411491278,4.687421762946338
495,1e-12,495,66330,,1.6034016245800966,-3.12501411491278,4.687421762946338
496,1e-12,496,66464,5,1.6229236147713162,-3.1276245274034316,4.663787445402598
497,1e-12,497,66598,,1.6229236147713162,-3.1276245274034316,4.663787445402598
498,1e-12,498,66732,,1.6229236147713162,-3.1276245274034316,4.663787445402598
499,1e-12,499,66866,,1.6229236147713162,-3.1276245274034316,4.663787445402598
500,1e-12,500,67000,,1.6229236147713162,-3.1276245274034316,4.663787445402598
501,1e-12,501,67134,5,1.6425259156287386,-3.129924506411152,4.638454776783055
502,1e-12,502,67268,,1.6425259156287386,-3.129924506411152,4.638454776783055
503,1e-12,503,67402,,1.6425259156287386,-3.129924506411152,4.638454776783055
504,1e-12,504,67536,,1.6425259156287386,-3.129924506411152,4.638454776783055
505,1e-12,505,67670,,1.6425259156287386,-3.129924506411152,4.638454776783055
506,1e-12,506,67804,5,1.66220590860042,-3.1319127620581053,4.61131887300061
507,1e-12,507,67938,,1.66220590860042,-3.1319127620581053,4.61131887300061
508,1e-12,508,68072,,1.66220590860042,-3.1319127620581053,4.61131887300061
509,1e-12,509,68206,,1.66220590860042,-3.1319127620581053,4.61131887300061
510,1e-12,510,68340,,1.66220590860042,-3.1319127620581053,4.61131887300061
511,1e-12,511,68474,5,1.6819609394257762,-3.133587905017494,4.582271402956417
512,1e-12,512,68608,,1.6819609394257762,-3.133587905017494,4.582271402956417
513,1e-12,513,68742,,1.6819609394257762,-3.133587905017494,4.582271402956417
514,1e-12,514,68876,,1.6819609394257762,-3.133587905017494,4.582271402956417
515,1e-12,515,69010,,1.6819609394257762,-3.133587905017494,4.582271402956417
516,1e-12,516,69144,5,1.7017883195007075,-3.1349484445063887,4.5512010235418145
517,1e-12,517,69278,,1.7017883195007075,-3.1349484445063887,4.5512010235418145
518,1e-12,518,69412,,1.7017883195007075,-3.1349484445063887,4.5512010235418145
519,1e-12,519,69546,,1.7017883195007075,-3.1349484445063887,4.5512010235418145
520,1e-12,520,69680,,1.7017883195007075,-3.1349484445063887,4.5512010235418145
521,1e-12,521,69814,5,1.7216853272787251,-3.135992786341694,4.517993930224021
522,1e-12,522,69948,,1.7216853272787251,-3.135992786341694,4.517993930224021
523,1e-12,523,70082,,1.7216853272787251,-3.135992786341694,4.517993930224021
524,1e-12,524,70216,,1.7216853272787251,-3.135992786341694,4.517993930224021
525,1e-12,525,70350,,1.7216853272787251,-3.135992786341694,4.517993930224021
526,1e-12,526,70484,5,1.7416492097065657,-3.1367192310619005,4.482534536277876
527,1e-12,527,70618,,1.7416492097065657,-3.1367192310619005,4.482534536277876
528,1e-12,528,70752,,1.7416492097065657,-3.1367192310619005,4.482534536277876
529,1e-12,529,70886,,1.7416492097065657,-3.1367192310619005,4.482534536277876
530,1e-12,530,71020,,1.7416492097065657,-3.1367192310619005,4.482534536277876
531,1e-12,531,71154,5,1.761677183692747,-3.1371259721178566,4.4447062934454085
532,1e-12,532,71288,,1.761677183692747,-3.1371259721178566,4.4447062934454085
533,1e-12,533,71422,,1.761677183692747,-3.1371259721178566,4.4447062934454085
534,1e-12,534,71556,,1.761677183692747,-3.1371259721178566,4.4447062934454085
535,1e-12,535,71690,,1.761677183692747,-3.1371259721178566,4.4447062934454085
536,1e-12,536,71824,5,1.7817660567620568,-3.1372095671350686,4.4043936882907015
537,1e-12,537,71958,,1.7817660567620568,-3.1372095671350686,4.4043936882907015
538,1e-12,538,72092,,1.7817660567620568,-3.1372095671350686,4.4043936882907015
539,1e-12,539,72226,,1.7817660567620568,-3.1372095671350686,4.4043936882907015
540,1e-12,540,72360,,1.7817660567620568,-3.1372095671350686,4.4043936882907015
541,1e-12,541,72494,5,1.801909567005887,-3.1369543543019223,4.361491215062909
542,1e-12,542,72628,,1.801909567005887,-3.1369543543019223,4.361491215062909
543,1e-12,543,72762,,1.801909567005887,-3.1369543543019223,4.361491215062909
544,1e-12,544,72896,,1.801909567005887,-3.1369543543019223,4.361491215062909
545,1e-12,545,73030,,1.801909567005887,-3.1369543543019223,4.361491215062909
546,1e-12,546,73164,5,1.8221075481293383,-3.1363656611686417,4.315891627924523
547,1e-12,547,73298,,1.8221075481293383,-3.1363656611686417,4.315891627924523
548,1e-12,548,73432,,1.8221075481293383,-3.1363656611686417,4.315891627924523
549,1e-12,549,73566,,1.8221075481293383,-3.1363656611686417,4.315891627924523
550,1e-12,550,73700,,1.8221075481293383,-3.1363656611686417,4.315891627924523
551,1e-12,551,73834,5,1.8423628631619438,-3.1354584334937954,4.2674909546916115
552,1e-12,552,73968,,1.8423628631619438,-3.1354584334937954,4.2674909546916115
553,1e-12,553,74102,,1.8423628631619438,-3.1354584334937954,4.2674909546916115
554,1e-12,554,74236,,1.8423628631619438,-3.1354584334937954,4.2674909546916115
555,1e-12,555,74370,,1.8423628631619438,-3.1354584334937954,4.2674909546916115
556,1e-12,556,74504,5,1.8626726803972096,-3.1342303953090735,4.216188936746471
557,1e-12,557,74638,,1.8626726803972096,-3.1342303953090735,4.216188936746471
558,1e-12,558,74772,,1.8626726803972096,-3.1342303953090735,4.216188936746471
559,1e-12,559,74906,,1.8626726803972096,-3.1342303953090735,4.216188936746471
560,1e-12,560,75040,,1.8626726803972096,-3.1342303953090735,4.216188936746471
561,1e-12,561,75174,5,1.8830340616554873,-3.132678914582999,4.161892840609844
562,1e-12,562,75308,,1.8830340616554873,-3.132678914582999,4.161892840609844
563,1e-12,563,75442,,1.8830340616554873,-3.132678914582999,4.161892840609844
564,1e-12,564,75576,,1.8830340616554873,-3.132678914582999,4.161892840609844
565,1e-12,565,75710,,1.8830340616554873,-3.132678914582999,4.161892840609844
566,1e-12,566,75844,5,1.9034440459952693,-3.130801248302757,4.104519447561076
567,1e-12,567,75978,,1.9034440459952693,-3.130801248302757,4.104519447561076
568,1e-12,568,76112,,1.9034440459952693,-3.130801248302757,4.104519447561076
569,1e-12,569,76246,,1.9034440459952693,-3.130801248302757,4.104519447561076
570,1e-12,570,76380,,1.9034440459952693,-3.130801248302757,4.104519447561076
571,1e-12,571,76514,5,1.9238996514056277,-3.1285945412623373,4.043997149147105
572,1e-12,572,76648,,1.9238996514056277,-3.1285945412623373,4.043997149147105
573,1e-12,573,76782,,1.9238996514056277,-3.1285945412623373,4.043997149147105
574,1e-12,574,76916,,1.9238996514056277,-3.1285945412623373,4.043997149147105
575,1e-12,575,77050,,1.9238996514056277,-3.1285945412623373,4.043997149147105
576,1e-12,576,77184,5,1.9443978765203451,-3.126055824968316,3.9802681540477023
577,1e-12,577,77318,,1.9443978765203451,-3.126055824968316,3.9802681540477023
578,1e-12,578,77452,,1.9443978765203451,-3.126055824968316,3.9802681540477023
579,1e-12,579,77586,,1.9443978765203451,-3.126055824968316,3.9802681540477023
580,1e-12,580,77720,,1.9443978765203451,-3.126055824968316,3.9802681540477023
581,1e-12,581,77854,5,1.9649642906137639,-3.123282215854526,3.9133592212388693
582,1e-12,582,77988,,1.9649642906137639,-3.123282215854526,3.9133592212388693
583,1e-12,583,78122,,1.9649642906137639,-3.123282215854526,3.9133592212388693
584,1e-12,584,78256,,1.9649642906137639,-3.123282215854526,3.9133592212388693
585,1e-12,585,78390,,1.9649642906137639,-3.123282215854526,3.9133592212388693
